,Reviewer_Name,Review,Rating,Time,Tat_ID
2,Kimberley P.,"First off, I give Studio 28 5 stars! 

It was my first tattoo, so I was definitely a bit nervous. My tattoo artist was super chill and made it a good...",5.0,2019-04-13 12:12:13,REP4bacbEvVPLWAGCt2gFQ
3,Christine P.,"My friend and I semi-spontaneously decided to get our ears pierced. I did a quick yelp search of the piercing salons in the city, and this studio was one of...",5.0,2020-02-01 17:54:01,REP4bacbEvVPLWAGCt2gFQ
4,Erika G.,"My daughter took me here for ear piercings based on the reviews that she saw on Yelp. It was really, really expensive: $400 for 2 piercings, 2 ""gold""...",1.0,2020-02-26 14:20:36,REP4bacbEvVPLWAGCt2gFQ
5,Kimberley P.,"First off, I give Studio 28 5 stars! 

It was my first tattoo, so I was definitely a bit nervous. My tattoo artist was super chill and made it a good...",5.0,2019-04-13 12:12:13,REP4bacbEvVPLWAGCt2gFQ
6,Christine P.,"My friend and I semi-spontaneously decided to get our ears pierced. I did a quick yelp search of the piercing salons in the city, and this studio was one of...",5.0,2020-02-01 17:54:01,REP4bacbEvVPLWAGCt2gFQ
7,Erika G.,"My daughter took me here for ear piercings based on the reviews that she saw on Yelp. It was really, really expensive: $400 for 2 piercings, 2 ""gold""...",1.0,2020-02-26 14:20:36,REP4bacbEvVPLWAGCt2gFQ
8,Kimberley P.,"First off, I give Studio 28 5 stars! 

It was my first tattoo, so I was definitely a bit nervous. My tattoo artist was super chill and made it a good...",5.0,2019-04-13 12:12:13,REP4bacbEvVPLWAGCt2gFQ
0,Adam G.,"I had just gotten my ear pierced the night before at a different shop in Brooklyn, but the stud fell out and I needed to replace it ASAP. I called up and...",5.0,2020-01-07 03:47:36,VECUZKuRACGXzh1XEWHKdg
1,Alexa Z.,My go to tattoo spot! Found out about them from a Friday the 13th flash sale they had going on and I've been going back since. Have gotten about 3 of my...,5.0,2019-07-23 17:23:02,VECUZKuRACGXzh1XEWHKdg
2,Jamie C.,been here twice. Once for their friday the 13th special (which they do rain-check which is perfect) and another for a regular custom piece. Max is a great...,5.0,2019-09-04 14:07:00,VECUZKuRACGXzh1XEWHKdg
3,Adam G.,"I had just gotten my ear pierced the night before at a different shop in Brooklyn, but the stud fell out and I needed to replace it ASAP. I called up and...",5.0,2020-01-07 03:47:36,VECUZKuRACGXzh1XEWHKdg
4,Alexa Z.,My go to tattoo spot! Found out about them from a Friday the 13th flash sale they had going on and I've been going back since. Have gotten about 3 of my...,5.0,2019-07-23 17:23:02,VECUZKuRACGXzh1XEWHKdg
5,Jamie C.,been here twice. Once for their friday the 13th special (which they do rain-check which is perfect) and another for a regular custom piece. Max is a great...,5.0,2019-09-04 14:07:00,VECUZKuRACGXzh1XEWHKdg
6,Adam G.,"I had just gotten my ear pierced the night before at a different shop in Brooklyn, but the stud fell out and I needed to replace it ASAP. I called up and...",5.0,2020-01-07 03:47:36,VECUZKuRACGXzh1XEWHKdg
7,Alexa Z.,My go to tattoo spot! Found out about them from a Friday the 13th flash sale they had going on and I've been going back since. Have gotten about 3 of my...,5.0,2019-07-23 17:23:02,VECUZKuRACGXzh1XEWHKdg
8,Jamie C.,been here twice. Once for their friday the 13th special (which they do rain-check which is perfect) and another for a regular custom piece. Max is a great...,5.0,2019-09-04 14:07:00,VECUZKuRACGXzh1XEWHKdg
0,Zheng W.,"Awesome

I got an amazing tattoo here, and their serve is not bad. The boss of this Tattoo Studio is a talent artist, and they have a cute manager, he's...",5.0,2018-11-04 11:43:56,v2lkvCL9ugbrSFosbryFAA
1,Shaco T.,"Cant stress how talented these artist are! Mickey is great he did a cover up with a sleeve i wanted and made it work!, the shop is super clean top of the...",5.0,2018-11-05 09:18:55,v2lkvCL9ugbrSFosbryFAA
2,Pavan P.,Very cool people. Was nervous about getting my first tattoo and I thought for sure it had came out bad because I squirmed a lot but it came out perfect!...,5.0,2019-02-03 04:52:57,v2lkvCL9ugbrSFosbryFAA
3,Zheng W.,"Awesome

I got an amazing tattoo here, and their serve is not bad. The boss of this Tattoo Studio is a talent artist, and they have a cute manager, he's...",5.0,2018-11-04 11:43:56,v2lkvCL9ugbrSFosbryFAA
4,Shaco T.,"Cant stress how talented these artist are! Mickey is great he did a cover up with a sleeve i wanted and made it work!, the shop is super clean top of the...",5.0,2018-11-05 09:18:55,v2lkvCL9ugbrSFosbryFAA
5,Pavan P.,Very cool people. Was nervous about getting my first tattoo and I thought for sure it had came out bad because I squirmed a lot but it came out perfect!...,5.0,2019-02-03 04:52:57,v2lkvCL9ugbrSFosbryFAA
6,Zheng W.,"Awesome

I got an amazing tattoo here, and their serve is not bad. The boss of this Tattoo Studio is a talent artist, and they have a cute manager, he's...",5.0,2018-11-04 11:43:56,v2lkvCL9ugbrSFosbryFAA
7,Shaco T.,"Cant stress how talented these artist are! Mickey is great he did a cover up with a sleeve i wanted and made it work!, the shop is super clean top of the...",5.0,2018-11-05 09:18:55,v2lkvCL9ugbrSFosbryFAA
8,Pavan P.,Very cool people. Was nervous about getting my first tattoo and I thought for sure it had came out bad because I squirmed a lot but it came out perfect!...,5.0,2019-02-03 04:52:57,v2lkvCL9ugbrSFosbryFAA
0,Daniel J.,"My favorite tattoo shop in new york.

The staff are friendly, helpful and very cleanly in their tattoo process.

Jeff has been my artist for many pieces. He...",5.0,2018-08-02 13:46:07,I0PFpyTv20FX_86AOVH0bA
1,Nana L.,"It's been three years and Mike Wide eyes finally took responsibility instead of saying it's ""Just bruising"". After three years with a dermatologist my...",1.0,2019-06-11 15:36:58,I0PFpyTv20FX_86AOVH0bA
2,Paulie D.,Showed up one night an hour before closing for a tattoo honoring my cousin that passed away. The guy told me he had a group of three left and that they were...,5.0,2019-02-27 21:09:42,I0PFpyTv20FX_86AOVH0bA
3,Daniel J.,"My favorite tattoo shop in new york.

The staff are friendly, helpful and very cleanly in their tattoo process.

Jeff has been my artist for many pieces. He...",5.0,2018-08-02 13:46:07,I0PFpyTv20FX_86AOVH0bA
4,Nana L.,"It's been three years and Mike Wide eyes finally took responsibility instead of saying it's ""Just bruising"". After three years with a dermatologist my...",1.0,2019-06-11 15:36:58,I0PFpyTv20FX_86AOVH0bA
5,Paulie D.,Showed up one night an hour before closing for a tattoo honoring my cousin that passed away. The guy told me he had a group of three left and that they were...,5.0,2019-02-27 21:09:42,I0PFpyTv20FX_86AOVH0bA
6,Daniel J.,"My favorite tattoo shop in new york.

The staff are friendly, helpful and very cleanly in their tattoo process.

Jeff has been my artist for many pieces. He...",5.0,2018-08-02 13:46:07,I0PFpyTv20FX_86AOVH0bA
7,Nana L.,"It's been three years and Mike Wide eyes finally took responsibility instead of saying it's ""Just bruising"". After three years with a dermatologist my...",1.0,2019-06-11 15:36:58,I0PFpyTv20FX_86AOVH0bA
8,Paulie D.,Showed up one night an hour before closing for a tattoo honoring my cousin that passed away. The guy told me he had a group of three left and that they were...,5.0,2019-02-27 21:09:42,I0PFpyTv20FX_86AOVH0bA
0,Courtney S.,"This tattoo shop houses female artists only! My artist is Erica. She's super professional and gets things done quickly and efficiently. 
I've gotten a lot...",5.0,2020-01-27 13:04:34,nUKbboS0E_od7ZT-9KcYcw
1,Tonya B.,Jessica did an amazing job on phase I of my fiancé's tattoo so much so that I decided that I would have her to rework my tattoo that was done while on...,5.0,2019-11-03 07:54:36,nUKbboS0E_od7ZT-9KcYcw
2,Angela C.,Came for a walk-in to get my Septum pierced yesterday and it was an amazing experience. Very reasonable price for great service only $45. The girl who did...,5.0,2020-01-15 08:20:41,nUKbboS0E_od7ZT-9KcYcw
3,Courtney S.,"This tattoo shop houses female artists only! My artist is Erica. She's super professional and gets things done quickly and efficiently. 
I've gotten a lot...",5.0,2020-01-27 13:04:34,nUKbboS0E_od7ZT-9KcYcw
4,Tonya B.,Jessica did an amazing job on phase I of my fiancé's tattoo so much so that I decided that I would have her to rework my tattoo that was done while on...,5.0,2019-11-03 07:54:36,nUKbboS0E_od7ZT-9KcYcw
5,Angela C.,Came for a walk-in to get my Septum pierced yesterday and it was an amazing experience. Very reasonable price for great service only $45. The girl who did...,5.0,2020-01-15 08:20:41,nUKbboS0E_od7ZT-9KcYcw
6,Courtney S.,"This tattoo shop houses female artists only! My artist is Erica. She's super professional and gets things done quickly and efficiently. 
I've gotten a lot...",5.0,2020-01-27 13:04:34,nUKbboS0E_od7ZT-9KcYcw
7,Tonya B.,Jessica did an amazing job on phase I of my fiancé's tattoo so much so that I decided that I would have her to rework my tattoo that was done while on...,5.0,2019-11-03 07:54:36,nUKbboS0E_od7ZT-9KcYcw
8,Angela C.,Came for a walk-in to get my Septum pierced yesterday and it was an amazing experience. Very reasonable price for great service only $45. The girl who did...,5.0,2020-01-15 08:20:41,nUKbboS0E_od7ZT-9KcYcw
0,Brass H.,"CJ is my favorite tattoo artist, and is one of the most skilled in the world, a versatile set of styles, but especially his Asian Traditional work. He wins...",5.0,2019-12-28 13:23:46,yGFYRI1PFiLnPzbblQXgXg
1,Brass H.,"CJ is my favorite tattoo artist, and is one of the most skilled in the world, a versatile set of styles, but especially his Asian Traditional work. He wins...",5.0,2019-12-28 13:23:46,yGFYRI1PFiLnPzbblQXgXg
2,Brass H.,"CJ is my favorite tattoo artist, and is one of the most skilled in the world, a versatile set of styles, but especially his Asian Traditional work. He wins...",5.0,2019-12-28 13:23:46,yGFYRI1PFiLnPzbblQXgXg
0,Soraya S.,This place is so phenomenal. Starting from the assistant at the first desk to j.Hyeon (check out his insta!!) everything was amazing. The tattoo came out...,5.0,2019-11-17 07:12:29,yDQRGoUqCtieq3S_KcC_oA
1,Jessica M.,"highly recommended for walk-ins! I was in and out in under an hour (getting a tattoo around 1x1 inch), and the process was super streamlined and organized....",4.0,2020-01-20 07:02:07,yDQRGoUqCtieq3S_KcC_oA
2,Zoe L.,I didn't have my ID when I came in but the woman said if I could get a picture of my passport that would work. It was really convenient they accepted the...,5.0,2020-01-29 14:45:57,yDQRGoUqCtieq3S_KcC_oA
3,Soraya S.,This place is so phenomenal. Starting from the assistant at the first desk to j.Hyeon (check out his insta!!) everything was amazing. The tattoo came out...,5.0,2019-11-17 07:12:29,yDQRGoUqCtieq3S_KcC_oA
4,Jessica M.,"highly recommended for walk-ins! I was in and out in under an hour (getting a tattoo around 1x1 inch), and the process was super streamlined and organized....",4.0,2020-01-20 07:02:07,yDQRGoUqCtieq3S_KcC_oA
5,Zoe L.,I didn't have my ID when I came in but the woman said if I could get a picture of my passport that would work. It was really convenient they accepted the...,5.0,2020-01-29 14:45:57,yDQRGoUqCtieq3S_KcC_oA
6,Soraya S.,This place is so phenomenal. Starting from the assistant at the first desk to j.Hyeon (check out his insta!!) everything was amazing. The tattoo came out...,5.0,2019-11-17 07:12:29,yDQRGoUqCtieq3S_KcC_oA
7,Jessica M.,"highly recommended for walk-ins! I was in and out in under an hour (getting a tattoo around 1x1 inch), and the process was super streamlined and organized....",4.0,2020-01-20 07:02:07,yDQRGoUqCtieq3S_KcC_oA
8,Zoe L.,I didn't have my ID when I came in but the woman said if I could get a picture of my passport that would work. It was really convenient they accepted the...,5.0,2020-01-29 14:45:57,yDQRGoUqCtieq3S_KcC_oA
0,Lucy B.,"I went to Styx because it's down the street from where I live, and I'm so glad I did. It was my first tattoo. Philipus and Gusti were so chill and patient,...",5.0,2019-11-30 06:25:51,6yn6gwtbjZeOUFhTyA_hmg
1,Samantha S.,"I went to get my first ever tattoo done at Styx 
and I am completely in love with the work that Gusti did. Very clean place and it smells AMAZING, another...",5.0,2019-07-25 20:07:24,6yn6gwtbjZeOUFhTyA_hmg
2,Randy R.,"I did not have a good experience with this artist. When I initially made an appointment, I requested a custom, specific sleeve design and even provided...",1.0,2018-10-31 12:16:03,6yn6gwtbjZeOUFhTyA_hmg
3,Lucy B.,"I went to Styx because it's down the street from where I live, and I'm so glad I did. It was my first tattoo. Philipus and Gusti were so chill and patient,...",5.0,2019-11-30 06:25:51,6yn6gwtbjZeOUFhTyA_hmg
4,Samantha S.,"I went to get my first ever tattoo done at Styx 
and I am completely in love with the work that Gusti did. Very clean place and it smells AMAZING, another...",5.0,2019-07-25 20:07:24,6yn6gwtbjZeOUFhTyA_hmg
5,Randy R.,"I did not have a good experience with this artist. When I initially made an appointment, I requested a custom, specific sleeve design and even provided...",1.0,2018-10-31 12:16:03,6yn6gwtbjZeOUFhTyA_hmg
6,Lucy B.,"I went to Styx because it's down the street from where I live, and I'm so glad I did. It was my first tattoo. Philipus and Gusti were so chill and patient,...",5.0,2019-11-30 06:25:51,6yn6gwtbjZeOUFhTyA_hmg
7,Samantha S.,"I went to get my first ever tattoo done at Styx 
and I am completely in love with the work that Gusti did. Very clean place and it smells AMAZING, another...",5.0,2019-07-25 20:07:24,6yn6gwtbjZeOUFhTyA_hmg
8,Randy R.,"I did not have a good experience with this artist. When I initially made an appointment, I requested a custom, specific sleeve design and even provided...",1.0,2018-10-31 12:16:03,6yn6gwtbjZeOUFhTyA_hmg
0,Alexis S.,Big Bang Ink is incredibly professional and really cares about their customer service and input. I originally called this place out for a very bad tattoo...,5.0,2020-02-14 20:10:25,UO_z5skn67WhYb-aex54Gw
1,Toni O.,"This place is extremely professional in handling customers and offer great prices for their work. The employees were very helpful, friendly and kind. 

That...",2.0,2020-01-02 10:08:46,UO_z5skn67WhYb-aex54Gw
2,Mariah W.,"Went here for matching tats with my friend and over all had a good experience. Chill atmosphere, and chill staff. My artist conan was efficient and...",4.0,2020-01-17 20:07:11,UO_z5skn67WhYb-aex54Gw
3,Alexis S.,Big Bang Ink is incredibly professional and really cares about their customer service and input. I originally called this place out for a very bad tattoo...,5.0,2020-02-14 20:10:25,UO_z5skn67WhYb-aex54Gw
4,Toni O.,"This place is extremely professional in handling customers and offer great prices for their work. The employees were very helpful, friendly and kind. 

That...",2.0,2020-01-02 10:08:46,UO_z5skn67WhYb-aex54Gw
5,Mariah W.,"Went here for matching tats with my friend and over all had a good experience. Chill atmosphere, and chill staff. My artist conan was efficient and...",4.0,2020-01-17 20:07:11,UO_z5skn67WhYb-aex54Gw
6,Alexis S.,Big Bang Ink is incredibly professional and really cares about their customer service and input. I originally called this place out for a very bad tattoo...,5.0,2020-02-14 20:10:25,UO_z5skn67WhYb-aex54Gw
